BAJŠA,24331
BAKIONICA,31210
BALAJNAC,18257
BALAJNAC,35223
BALANOVAC,19367
BALČAK,18400
BALIČEVAC,18252
BALIĆI,31305
BALIĆI,31306
BALINAC,19350
BALINOVAC,18405
BALINOVCE,17510
BALINOVIĆ,14206
BALOSAVE,34230
BALTA BERILOVAC,19353
BALJEN,36307
BALJEVAC (OBRENOVAC),11506
BALJEVAC (RAŠKA),36344
BALJEVAC (SELO, RAŠKA)
BALJKOVAC,34000
BANATSKA DUBICA,23251
BANATSKA PALANKA,26324
BANATSKA SUBOTICA,26327
BANATSKA TOPOLA,23315
BANATSKI BRESTOVAC,26234
BANATSKI DESPOTOVAC,23242
BANATSKI DVOR,23213
BANATSKI KARLOVAC,26320
BANATSKI MONOŠTOR,23328
BANATSKI SOKOLAC,26373
BANATSKO ARANĐELOVO,23332
BANATSKO KARAĐORĐEVO,23216
BANATSKO NOVO SELO,26314
BANATSKO VELIKO SELO,23312
BANATSKO VIŠNJIĆEVO,23231
BANCAREVO,18206
BANIČINA,11420
BANKOVAC,18212
BANOŠTOR,21313
BANOVO POLJE,15362
BANJA,31330
BANJA,31337
BANJA,34304
BANJA,36300
BANJA KOVILJAČA,15316
BANJA VRUJCI,14243
BANJANI,14214
BANJEVAC,15314
BANJICA,32222
BANJSKI DOL,18326
BANJSKI OREŠAC,19368
BAPSKO POLJE,36202
BARAJEVO,11460
BARALJEVAC,17524
BARANDA,26205
BARBACE,17525
BARBARUŠINCE,17508
BARBATOVAC,18426
BARE,12227
BARE,31305
BARE,34205
BARE,35237
BARE,35260
BARE,36300
BARE,36315
BARE,36342
BARELIĆ,17508
BARICE,26367
BARIČ,11504
BARIČ,12222
BARJE,16204
BARJE,17544
BARJE,18320
BARJE ČIFLIK,18300
BARLOVO,18432
BAROŠEVAC,11565
BARZILOVICA,11561
BASARA,18307
BASTAV,14254
BAŠAID,23316
BAŠČELUCI,15300
BAŠIN,11420
BATAJNICA,11273
BATALAGE,15221
BATINAC,35230
BATKOVIĆI,31335
BATNJIK,36300
BATOČINA,34227
BATOTE,37224
BATOVAC,12207
BATRAGE,36320
BATROVCI,22251
BATULOVCE,16210
BATUŠA,12311
BATUŠINAC,18251
BAVANIŠTE,26222
BAZOVIK,18355
BEČANJ,32213
BEČEJ,21220
BEČEVICA,34243
BEČMEN,11279
BEDINA VAROŠ,32250
BEGALJICA,11308
BEGEČ,21411
BEGEJCI,23232
BEGOVO BRDO,37208
BEKOVA,36305
BELA,18300
BELA CRKVA (ŠABAC),15313
BELA CRKVA (VRŠAC),26340
BELA PALANKA,18310
BELA REKA,15305
BELA STENA,36344
BELA VODA,18400
BELA VODA,37253
BELA ZEMLJA,31311
BELA ZEMLJA,31312
BELANOVCE,16000
BELANOVCE,17512
BELANOVICA,14246
BELASICA,37204
BELE VODE,18330
BELE VODE,32259
BELE VODE,36314
BELEGIŠ,22306
BELEŠ,18325
BELI BREG,17501
BELI BREG,18223
BELI KAMEN,18407
BELI KAMEN,32235
BELI POTOK,11223
BELI POTOK,11225
BELI POTOK,11226
BELI POTOK,16203
BELI POTOK,18230
BELI POTOK,19366
BELICA,35273
BELIĆ,14203
BELIŠEVO,17512
BELO BLATO,23205
BELO POLJE,11500
BELO POLJE,17530
BELO POLJE,18322
BELO POLJE,18430
BELO POLJE,32315
BELO POLJE,36350
BELO POLJE,37226
BELOGOŠ,18404
BELOINJE,18360
BELOLJIN,18424
BELOSAVCI,34312
BELOŠEVAC,14104
BELOŠEVAC,34000
BELOŠEVAC,34208
BELOTIĆ,14254
BELOTIĆ,15226
BELOTIĆ,15350
BELOTINAC,18411
BELUĆE,11408
BELUŠIĆ,35263
BELUT,17540
BELJA,18228
BELJAJKA,35213
BELJEVAC,11400
BELJIN,15214
BELJINA,11461
BELJINA,32102
BEOCI,36346
BEOCI,36350
BEOČIĆ,35263
BEOČIN,21300
BEOGRAD,11000
BEOGRAD-ČUKARICA,11030
BEOGRAD-ČUKARICA,11147
BEOGRAD-ČUKARICA,11250
BEOGRAD-ČUKARICA,11251
BEOGRAD-KALUĐERICA,11130
BEOGRAD-NOVI BEOGRAD,11070
BEOGRAD-NOVI BEOGRAD,11073
BEOGRAD-NOVI BEOGRAD,11077
BEOGRAD-PALILULA,11060
BEOGRAD-PALILULA,11108
BEOGRAD-PALILULA,11120
BEOGRAD-PALILULA,11158
BEOGRAD-PALILULA,11160
BEOGRAD-RAKOVICA,11030
BEOGRAD-RAKOVICA,11040
BEOGRAD-RAKOVICA,11090
BEOGRAD-RAKOVICA,11194
BEOGRAD-RAKOVICA,11222
BEOGRAD-RAKOVICA,11231
BEOGRAD-SAVSKI VENAC,11000
BEOGRAD-SAVSKI VENAC,11030
BEOGRAD-SAVSKI VENAC,11040
BEOGRAD-STARI GRAD,11000
BEOGRAD-STARI GRAD,11103
BEOGRAD-STARI GRAD,11108
BEOGRAD-STARI GRAD,11158
BEOGRAD-VOŽDOVAC,11010
BEOGRAD-VOŽDOVAC,11040
BEOGRAD-VOŽDOVAC,11050
BEOGRAD-VOŽDOVAC,11090
BEOGRAD-VOŽDOVAC,11118
BEOGRAD-VOŽDOVAC,11221
BEOGRAD-VOŽDOVAC,11222
BEOGRAD-VOŽDOVAC,11226
BEOGRAD-VRAČAR,11000
BEOGRAD-VRAČAR,11050
BEOGRAD-VRAČAR,11111
BEOGRAD-VRAČAR,11118
BEOGRAD-VRAČAR,11120
BEOGRAD-ZEMUN,11070
BEOGRAD-ZEMUN,11077
BEOGRAD-ZEMUN,11080
BEOGRAD-ZEMUN,11185
BEOGRAD-ZEMUN,11186
BEOGRAD-ZEMUN,11277
BEOGRAD-ZEMUN,11283
BEOGRAD-ZVEZDARA,11050
BEOGRAD-ZVEZDARA,11060
BEOGRAD-ZVEZDARA,11118
BEOGRAD-ZVEZDARA,11120
BEOGRAD-ZVEZDARA,11126
BEOGRAD-ZVEZDARA,11160
BEOMUŽEVIĆ,14255
BERANJE,12227
BERBATOVO,18106
BERČEVAC,17523
BERČINAC,18202
BERČINOVAC,19350
BERDUJ,18217
BERILOVAC,18300
BERILJE,18400
BERIN IZVOR,18333
BERKASOVO,22242
BERKOVAC,14243
BERLOVINE,15320
BEROVICA,18300
BERŠIĆI,32304
BESEROVINA,31256
BEŠENOVAČKI PRNJAVOR,22212
BEŠENOVO,22212
BEŠKA,22324
BEZDAN,25270
BEŽIŠTE,18310
BIGRENICA,35238
BIKIĆ DO,22254
BIKINJE,12222
BIKOVO,24106
BIKOVO,24206
BIKOVO,24207
BILO,18320
BILJAČA,17522
BILJANOVAC,36344
BILJEG,18252
BINGULA,22253
BINIĆE,36346
BINOVAC,11431
BINOVCE,17530
BIOC,36313
BIOČIN,36350
BIOHANE,36320
BIOSKA,31241
BISKUPIĆI,31300
BISKUPLJE,12226
BISTAR,17546
BISTRICA,11550
BISTRICA,12306
BISTRICA,16220
BISTRICA,31325
BITVRĐA,17530
BIVOLJE,37000
BJELAHOVA,31305
BJELOPERICA,31260
BJELOTIĆI,31203
BJELUŠA,31234
BLACA,36321
BLACE,18420
BLAGOJEV KAMEN,12256
BLATO,18300
BLATO,36310
BLAZNAVA,34314
BLAŽEVO,37226
BLENDIJA,18230
BLIZNAK,12316
BLIZONJE,14201
BOBIŠTE,16000
BOBOTE,37230
BOBOVA,14255
BOBOVIK,15225
BOBOVIŠTE,18224
BOBOVO,35217
BOČAR,23274
BOĆE,36345
BOĆEVICA,16220
BOĐANI,21427
BOGALINAC,35265
BOGARAŠ,24312
BOGARAŠ,24352
BOGARAŠ,24408
BOGATIĆ (ŠABAC),15350
BOGATIĆ (VALJEVO),14205
BOGAVA,35223
BOGDANICA,32308
BOGDANOVAC,17520
BOGDANOVAC,18217
BOGDANOVICA,14210
BOGDANJE,37240
BOGDINAC,18232
BOGIŠE,37223
BOGOJEVCE,16254
BOGOJEVIĆI,31230
BOGOJEVO,25245
BOGOSAVAC,15235
BOGOŠEVO,17512
BOGOŠTICA,15314
BOGOVAĐA,14225
BOGOVINA,19372
BOGUJEVAC,18407
BOGUJEVAC,18432
BOGUNOVAC,16240
BOGUTI,36311
BOGUTOVAC,36341
BOJANIĆI,36342
BOJIĆ,15233
BOJIN DEL,17501
BOJINCE,37204
BOJIŠINA,16220
BOJNIK,16205
BOKA,23252
BOLEČ,11307
BOLJARE,16210
BOLJARE,36313
BOLJETIN,19220
BOLJEV DOL,18324
BOLJEVAC (KRUŠEVAC),37205
BOLJEVAC (ZAJEČAR),19370
BOLJEVAC SELO,19370
BOLJEVCI,11275
BOLJKOVCI,32312
BOR,19210
BORAČ,34243
BORANCI,37226
BORCI,34215
BORČA,11211
BORČA,11212
BORIN DO,16212
BORINCE,16233
BORIŠIĆE,36315
BOROŠTICA,36320
BOROVAC,16240
BOROVAC,17520
BOROVAC,19347
BOROVIĆE,36310
BOROVIĆE,36350
BOROVO,36342
BORSKO JEZERO,19216
BOSILEGRAD,17540
BOSILEGRAD,17544
BOSUT,22217
BOSUTA,34309
BOŠNJACE,16232
BOŠNJAK,12300
BOŠNJANE,34210
BOŠNJANE,35254
BOŠNJANE,37262
BOŠNJANOVIĆ,14240
BOTOŠ,23243
BOTUNJA,37220
BOTUNJE,34224
BOTURIĆI,37238
BOTUROVINA,36305
BOVAN,18227
BOVAN,37201
BOVANJ,36320
BOZOLJIN,37226
BOŽDAREVAC,11460
BOŽETIĆI,31322
BOŽEVAC,12313
BOŽICA,17537
BOŽINOVAC,19366
BOŽINJEVAC,17520
BOŽOV POTOK,36310
BOŽUREVAC,37246
BOŽURNJA,34310
BRAĆAK,36320
BRAĆEVAC,19315
BRAĆEVCI,18324
BRADARAC,12206
BRADARAC,18224
BRADIĆ,15308
BRAJIĆI,32308
BRAJINOVAC,35263
BRAJKOVAC,11561
BRAJKOVAC,31305
BRAJKOVAC,37253
BRAJKOVIĆI,31260
BRALJINA,37215
BRALJINA,37215
BRANČIĆ,14240
BRANEŠCI,31244
BRANEŠCI,31310
BRANGOVIĆ,14203
BRANIČEVO,12222
BRANKOVCI,17540
BRANKOVINA,14201
BRASINA,15317
BRATAČIĆ,14253
BRATIĆI,37230
BRATINAC,12206
BRATIŠEVAC,18330
BRATLJEVO,32256
BRATMILOVCE,16000
BRATOSELCE,17522
BRDARICA,15226
BRDO,31320
BRĐANI,32303
BRĐANI,36300
BRĐANI,37224
BREBEVNICA,18323
BREGOVI,36320
BREGOVINA,18407
BREJANOVCE,16251
BREKOVO,31234
BRENICA,18204
BRESJE,35000
BRESJE,35208
BRESNICA,15220
BRESNICA,17501
BRESNICA,17540
BRESNICA,32213
BRESNIČIĆ,18423
BRESNIK,18424
BRESNIK,36341
BRESNO POLJE,37242
BREST,18252
BRESTAČ,22414
BRESTOV DOL,18217
BRESTOVAC (DONJI MILANOVAC),19229
BRESTOVAC (KRAGUJEVAC),34243
BRESTOVAC (LESKOVAC),16253
BRESTOVAC (NEGOTIN),19306
BRESTOVAČKA BANJA,19216
BRESTOVIK,11306
BRESTOVO,17510
BRESTOVO,35223
BRESTOVO,36300
BREZA,36310
BREZJAK,15309
BREZNA,31337
BREZNA,32307
BREZNA,36103
BREZNICA,12316
BREZNICA,17529
BREZOVA,32253
BREZOVA,36343
BREZOVAC,34304
BREZOVICA,14214
BREZOVICA,16210
BREZOVICA,32234
BREZOVICA,32313
BREZOVICA,37240
BREZOVICE,14206
BREŽANE,12000
BREŽANI,18420
BREŽĐE,14244
BRGULE,14212
BRGULICE,11509
BRIČEVLJE,16222
BRLOG,18306
BRNIŠEVO,36307
BRNJAC,15311
BRNJARE,17524
BRNJICA,12223
BRNJICA,34244
BRNJICA,36312
BROD,16215
BRODAREVO,31305
BRODICA,12256
BROVIĆ,11507
BRŠTICA,15314
BRUS,37220
BRUSNICA,32300
BRUSNIK,19313
BRUSNIK,32254
BRVENICA,36346
BRVENIK,36346
BRVENIK NASELJE,36346
BRVINE,31305
BRZA,16203
BRZA PALANKA,19323
BRZAN,34228
BRZEĆE,37225
BRZI BROD,18110
BRZOHODE,12374
BUAR,31102
BUBANJ,18254
BUBLICA,18407
BUBUŠINAC,12206
BUCELJEVO,17540
BUCI,37209
BUČIĆ,18253
BUČINCE,18400
BUČJE,19226
BUČJE,19369
BUČJE,31335
BUČJE,37243
BUČUM,18368
BUDILOVINA,37227
BUDISAVA,21242
BUDIŠIĆ,15318
BUDOŽELJA,32250
BUĐANOVCI,22421
BUĐEVO,36313
BUJAČIĆ,14104
BUJANOVAC,17520
BUJANOVAC,17521
BUJIĆ,17523
BUJKOVAC,17542
BUJKOVIĆE,36320
BUKAREVAC,17523
BUKOR,15233
BUKOROVAC,34217
BUKOVA GLAVA,16204
BUKOVAC,14202
BUKOVAC,17523
BUKOVAC,21209
BUKOVAC,35213
BUKOVČE,19316
BUKOVČE,35000
BUKOVICA,32250
BUKOVICA,36202
BUKOVICA,37209
BUKOVIK,31305
BUKOVIK,31322
BUKOVIK,34301
BUKOVO,19370
BUKOVSKA,12240
BUKOVSKA,12242
BUKOVSKA REKA,12242
BUKULORAM,18423
BUKUROVAC,18310
BULATOVAC,18404
BULINOVAC,19368
BULJANE,35254
BUMBAREVO BRDO,34240
BUNAR,35273
BUNUŠKI ČIFLUK,16203
BURAĐA,31318
BURDIMO,18368
BUROVAC,12307
BUROVO,11550
BUSENJE,23230
BUSILOVAC,35249
BUSUR,12309
BUŠTRANJE,17521
BUŠTRANJE,17522
BUŠTRANJE,17524
BUTKOVO,32255
BUVCE,16230
BZENICE,37238
BZOVIK,36222
CAKANOVAC,17523
CAPARIĆ,15324
CAREVAC,12253
CARIČINA,36310
CARINA,14207
CEKAVICA,16232
CEREMOŠNJA,12240
CEREV DEL,18300
CEREVAJKA,17523
CERJE,18204
CERJE,31254
CERJE,36342
CERNICA,37265
CEROVA,15314
CEROVA,18355
CEROVA,31230
CEROVA,32312
CEROVA,37000
CEROVAC,11420
CEROVAC,15224
CEROVAC,34321
CEROVICA,12240
CEROVICA,18232
CEROVO,37215
CETANOVIĆE,36312
CIKOT,35260
CIKOTE,15311
CIKOTE,31262
COKOVIĆE,36300
CRCAVAC,16204
CRČEVO,36312
CREPAJA,26213
CRKOVNICA,16254
CRKVENAC,35210
CRKVENI TOCI,31300
CRKVICE,16205
CRKVINA,37204
CRKVINE,11400
CRKVINE,36321
CRLJENAC,12315
CRNA BARA,15355
CRNA BARA,16210
CRNA BARA,18225
CRNA BARA,23328
CRNA GLAVA,36345
CRNA REKA,17561
CRNA TRAVA,16215
CRNAJKA,19222
CRNATOVO,16210
CRNČA,15319
CRNČE,18314
CRNČE,35203
CRNI KAO,34227
CRNI KAO,37215
CRNI LUG,17521
CRNI VRH,16240
CRNI VRH,19353
CRNOKLIŠTE,18304
CRNOLJEVICA,18360
CRNOMASNICA,19315
CRNOŠTICA,17540
CRNOTINCE,17523
CRNOVCE,17525
CRNUGOVIĆI,31335
CRNUZI,31330
CRVENA CRKVA,26323
CRVENA JABUKA,14210
CRVENA JABUKA,18332
CRVENA REKA,18313
CRVENČEVO,18304
CRVENI BREG,16222
CRVENI BREG,18313
CRVENI GRAD,17561
CRVENKA,25220
CRVENJE,19350
CRVICA,31250
CRVSKO,36315
CULINE,15318
CULJKOVIĆ,15235
CVETANOVAC,14240
CVETKE,36204
CVETOJEVAC,34211
CVETOVAC,11563
CVETULJA,15312
ČAČAK,32000
ČAČAK,32102
ČAČAK,32104
ČADINJE,31303
ČAGROVAC,18240
ČAIRI,37240
ČAJETINA,31310
ČALMA,22231
ČAMURLIJA,18211
ČANTAVIR,24220
ČAPLJINAC,18411
ČAR,17529
ČAROVINA,36307
ČAŠIĆ DOLAC,36306
ČAUŠEVIĆI,31303
ČEČINA,18417
ČEČINA,32254
ČEDOVO,36310
ČEKMIN,16251
ČELAREVO,21413
ČELICE,31325
ČENEJ,21233
ČENTA,23266
ČEPOVO,32253
ČEPURE,35250
ČEREVIĆ,21311
ČESTA,18221
ČESTELIN,17501
ČESTEREG,23215
ČESTIN,34230
ČESTOBRODICA,31213
ČEŠKO SELO,26323
ČEŠLJEVA BARA,12253
ČETEREŽE,12374
ČIBUKOVAC,36000
ČIBUTKOVICA,11561
ČIFLIK,18310
ČIFLUK RAZGOJNSKI,16251
ČINIGLAVCI,18322
ČIPALJE,36310
ČITLUK,15318
ČITLUK,15320
ČITLUK,18232
ČITLUK,31330
ČITLUK,36312
ČITLUK,37208
ČMANJKE,36309
ČOKA,23320
ČOKEŠINA,15306
ČOKONJAR,19223
ČOKOT,18250
ČOKOTAR,37226
ČOKOTIN,16247
ČONOPLJA,25210
ČORTANOVCI,22326
ČUBRA,19300
ČUBURA,18253
ČUBURA,37215
ČUČALE,18420
ČUČUGE,14213
ČUKA,16215
ČUKARKA,17523
ČUKLJENIK,16203
ČUKLJENIK,18206
ČUKOJEVAC,36220
ČUKOTE,36307
ČUKUROVAC,18221
ČUMIĆ,34322
ČUNGULA,18426
ČURUG,21238
ĆELIJE,14224
ĆELIJE,18242
ĆELIJE,37222
ĆENOVAC,16232
ĆIĆEVAC,37210
ĆIĆINA,18224
ĆIRIKOVAC,12000
ĆIRIKOVAC,12206
ĆOVDIN,12309
ĆUKOVAC,16206
ĆUKOVAC,17501
ĆUKOVAC,18400
ĆUKOVINE,15227
ĆULIJE,36320
ĆUPRIJA,35230
ĆURKOVICA,17508
ĆURKOVICA,17530
ĆURLINA,18415
ĆUŠTICA,19353
DABINOVAC,18435
DADINCE,16210
DAJIĆI,32259
DANKOVIĆE,18430
DANJINO SELO,17530
DARKOVCE,16213
DAŠNICA,18212
DAŠNICA,37234
DAVIDOVAC (KLADOVO),19320
DAVIDOVAC (PARAĆIN),35250
DAVIDOVAC (SVRLJIG),18201
DAVIDOVAC (VLADIČIN HAN),17521
DAVIDOVICA,32312
DEBELI LUG,18412
DEBELI LUG,19250
DEBELICA,19340
DEBELJA,31322
DEBELJAČA,26214
DEBRC,15214
DEČ,22441
DEDEVCI,36205
DEDINA,37000
DEDINA BARA,16220
DEDINAC,18432
DEGRMEN,18445
DEGURIĆ,14104
DEJANCE,17525
DEJANOVAC,19350
DEKUTINCE,17512
DELIBLATO,26225
DELIGRAD,18224
DELIMEĐE,36307
DEONICA,35203
DEPCE,17523
DERETIN,32258
DERONJE,25254
DESIĆ,15232
DESIMIROVAC,34321
DESINE,12253
DESPOTOVAC,35213
DESPOTOVO,21468
DEŠILOVO,18253
DEŠIŠKA,18440
DETANE,36320
DEVČA,18253
DEVIĆI,32254
DEVOJAČKI BUNAR,26316
DEVREČ,36320
DEŽEVA,36305
DIĆI,14240
DIKAVA,17530
DIMITROVGRAD,18320
DIVCI,14222
DIVCI,31300
DIVČIBARE,14204
DIVLJANA,18310
DIVOSTIN,34204
DIVOŠ,22232
DLJIN,32240
DOBANOVCI,11271
DOBANOVCI,11272
DOBRA,12224
DOBRA VODA,16244
DOBRA VODA,35218
DOBRAČA,34205
DOBRAČE,31234
DOBRAČE,31236
DOBREJANCE,17507
DOBRI DO,11312
DOBRI DO,18300
DOBRI DO,18408
DOBRI DO,32254
DOBRI DUB,36320
DOBRICA,26354
DOBRIČEVO,26327
DOBRIČEVO,35230
DOBRIĆ,15235
DOBRILOVIĆI,31330
DOBRINCI,22412
DOBRINJE,36320
DOBRNJE,12308
DOBRO POLJE,16215
DOBRO POLJE,19370
DOBRODO,31203
DOBRODOL,22328
DOBROLJUBCI,37235
DOBROMIR,37201
DOBROSELICA,31315
DOBROSELICA,35265
DOBROSIN,17520
DOBROTIĆ,18400
DOBROTIN,16221
DOBROTIN,31254
DOBROVIŠ,16212
DOBROVODICA,34227
DOBRUJEVAC,18225
DOBRUJEVAC,19370
DOGANICA,17546
DOJINOVIĆE,36300
DOJKINCI,18306
DOKMIR,14213
DOL,18217
DOLAC,36305
DOLAC,36343
DOLAC (NASELJE),18314
DOLAC (SELO),18314
DOLIĆE,36313
DOLINE,24207
DOLOVO,26227
DOLOVO,36320
DOLJANE,37233
DOLJANI,36300
DOLJAŠNICA,12253
DOLJEVAC,18410
DOMIŠEVINA,37226
DONJA BADANJA,15234
DONJA BEJAŠNICA,18423
DONJA BELA REKA,19213
DONJA BELA REKA,31209
DONJA BORINA,15317
DONJA BRESNICA,18403
DONJA BUKOVICA,14255
DONJA BUNUŠA,16203
DONJA CRNIŠAVA,37243
DONJA CRNUĆA,32315
DONJA DOBRINJA,31214
DONJA DRAGUŠA,18425
DONJA GLAMA,18310
DONJA GOREVNICA,32210
DONJA GRABOVICA,14000
DONJA GRABOVICA,14106
DONJA JAJINA,16000
DONJA JOŠANICA,18425
DONJA KAMENICA,19352
DONJA KONJUŠA,18424
DONJA KORITNICA,18310
DONJA KRAVARICA,32240
DONJA KRUŠEVICA,12222
DONJA KUPINOVICA,16201
DONJA LAPAŠTICA,16240
DONJA LISINA,17538
DONJA LIVADICA,11320
DONJA LOKOŠNICA,16252
DONJA LOMNICA,16210
DONJA LOPUŠNJA,16210
DONJA LJUBATA,17544
DONJA LJUBOVIĐA,15320
DONJA MIKULJANA,18430
DONJA MUTNICA,35255
DONJA NEVLJA,18320
DONJA OMAŠNICA,37242
DONJA OROVICA,15323
DONJA OTULJA,17501
DONJA PEŠČANICA,18213
DONJA PLANINICA,18320
DONJA POLOŠNICA,31262
DONJA RAČA,34210
DONJA RASOVAČA,18253
DONJA RAŠICA,18420
DONJA REČICA,18404
DONJA RŽANA,17538
DONJA SABANTA,34206
DONJA SIPULJA,15234
DONJA SLATINA,16201
DONJA SOKOLOVICA,19369
DONJA STRAŽAVA,18400
DONJA STUDENA,18206
DONJA ŠATORNJA,34314
DONJA ŠUŠAJA,17523
DONJA TOPLICA,14242
DONJA TOPONICA,18202
DONJA TOPONICA,18423
DONJA TREPČA,32215
DONJA TREŠNJEVICA,34314
DONJA TREŠNJICA,15318
DONJA TREŠNJICA,15321
DONJA TRNAVA,18202
DONJA TRNAVA,18421
DONJA TRNAVA,34324
DONJA TRNICA,17525
DONJA VRBAVA,32315
DONJA ZLEGINJA,37235
DONJE BABINE,31306
DONJE BREZOVICE,15312
DONJE BRIJANJE,16206
DONJE CRNATOVO,18414
DONJE CRNILJEVO,15227
DONJE DRAGOVLJE,18242
DONJE GARE,16212
DONJE GORAČIĆE,36310
DONJE GRBICE,34204
DONJE GRGURE,18426
DONJE JABUKOVO,17510
DONJE JARUŠICE,34215
DONJE KOMARICE,34224
DONJE KONJUVCE,16205
DONJE KORDINCE,18405
DONJE KRAJINCE,16000
DONJE KRNJINO,18330
DONJE LESKOVICE,14205
DONJE LEVIĆE,37226
DONJE LOPIŽE,36310
DONJE MEĐUROVO,18254
DONJE NEDELJICE,15309
DONJE NOVO SELO,17522
DONJE PUNOŠEVCE,17508
DONJE RATAJE,37236
DONJE ROMANOVCE,17530
DONJE SINKOVCE,16000
DONJE STOPANJE,16000
DONJE SUHOTNO,18210
DONJE SVARČE,18425
DONJE ŠTIPLJE,35000
DONJE TLAMINO,17546
DONJE TOČANE,18432
DONJE TREBEŠINJE,17501
DONJE TRNJANE,16231
DONJE VIDOVO,35258
DONJE VLASE,18106
DONJE VRANOVCE,16232
DONJE ZUNIČE,19345
DONJE ŽAPSKO,17521
DONJI ADROVAC,18210
DONJI BANJANI,14240
DONJI BARBEŠ,18241
DONJI BRANETIĆI,32304
DONJI BUČUMET,16240
DONJI BUNIBROD,16211
DONJI DEJAN,16212
DONJI DOBRIĆ,15307
DONJI DRENOVAC,18414
DONJI DUBAC,32234
DONJI DUBIČ,37240
DONJI DUŠNIK,18242
DONJI GAJTAN,16248
DONJI KATUN,37260
DONJI KOZJI DOL,17525
DONJI KRČIN,37258
DONJI KRIVODOL,18324
DONJI KRUPAC,18223
DONJI LAJKOVAC,14225
DONJI LIPOVAC,37224
DONJI LJUBEŠ,18216
DONJI MATEJEVAC,18204
DONJI MILANOVAC,19220
DONJI MUŠIĆ,14242
DONJI NERADOVAC,17501
DONJI PETROVCI,22404
DONJI PRISJAN,16212
DONJI RAČNIK,35204
DONJI RIBNIK,37243
DONJI RINJ,18310
DONJI STAJEVAC,17526
DONJI STATOVAC,18407
DONJI STEPOŠ,37221
DONJI STRANJANI,31305
DONJI STRIŽEVAC,18330
DONJI STUPANJ,37234
DONJI TAOR,14205
DONJI TAVANKUT,24214
DONJI TOVARNIK,22416
DONJI VRATARI,37230
DOROSLOVO,25243
DRAČA,34204
DRAČIĆ,14203
DRAGA,36320
DRAGANIĆI,36350
DRAGI DEO,18407
DRAGIJEVICA,14253
DRAGINAC,15311
DRAGINAC,18330
DRAGINJE,15226
DRAGLICA,31317
DRAGOBRAĆA,34231
DRAGOBUŽDE,17507
DRAGOCVET,35272
DRAGOČEVO,36306
DRAGODOL,14207
DRAGOJEVAC,15213
DRAGOJEVAC,31230
DRAGOJLOVIĆE,36311
DRAGOLJ,32316
DRAGOSINJCI,36212
DRAGOŠEVAC,35262
DRAGOVAC,12000
DRAGOVAC,16205
DRAGOVITA,18326
DRAGOVO,35265
DRAGUŠICA,34240
DRAJINAC,18360
DRAJINCI,17535
DRAKČIĆI,36000
DRAKSIN,31254
DRAMIĆE,36305
DRAŠKOVAC,16253
DRAŽANJ,11430
DRAŽEVAC,11506
